ID,z1,z2,z3,z4,z5
Seq_478,0.263,-0.906,-0.261,-0.449,0.21
Seq_479,0.341,-0.423,-0.129,-0.329,0.306
Seq_480,0.046,-0.477,-0.185,-0.339,0.102
Seq_481,-0.117,-0.578,-0.125,-0.496,0.262
Seq_482,-0.184,-0.369,-0.145,-0.274,0.03
Seq_483,0.362,-0.202,-0.135,-0.479,0.215
Seq_484,0.167,-0.407,-0.555,-0.518,0.109
Seq_485,-0.133,-0.408,-0.225,-0.241,0.103
Seq_486,0.445,-0.27,-0.182,-0.623,-0.003
Seq_487,0.075,-0.52,-0.184,-0.241,0.253
Seq_488,0.029,-0.543,-0.208,-0.47,0.119
Seq_489,0.004,-0.437,-0.193,-0.267,0.084
Seq_490,0.173,-0.322,-0.237,-0.456,0.057
Seq_491,-0.055,-0.452,-0.314,-0.25,0.189
Seq_492,0.414,-0.597,-0.034,-0.641,0.044
Seq_493,0.013,-0.569,-0.019,-0.53,0.035
Seq_494,-0.335,-0.472,-0.312,-0.178,0.333
Seq_495,0.028,-0.504,-0.192,-0.56,0.196
Seq_496,-0.087,-0.496,0.072,-0.419,0.206
Seq_497,-0.037,-0.672,-0.317,-0.372,0.236
Seq_498,0.18,-0.504,-0.329,-0.471,0.252
Seq_499,0.045,-0.769,-0.167,-0.412,0.289
Seq_500,0.049,-1.154,-0.104,-0.558,0.231
Seq_501,0.324,-0.343,-0.725,-0.223,0.164
Seq_502,0.058,-0.509,-0.216,-0.367,0.05
Seq_503,0.491,-0.996,-0.034,-0.937,0.089
Seq_504,0.307,-0.303,-0.245,-0.37,0.07
Seq_505,0.003,-0.875,-0.381,-0.548,0.29
Seq_506,0.283,-0.459,-0.294,-0.277,0.107
Seq_507,0.263,-0.516,-0.288,-0.452,0.078
Seq_508,0.188,-0.396,-0.14,-0.291,0.012
Seq_509,0.192,-0.518,-0.404,-0.483,0.117
Seq_510,0.066,-0.418,-0.178,-0.369,0.014
Seq_511,0.425,-0.184,-0.453,-0.401,-0.041
Seq_512,0.679,-0.277,-0.366,-0.693,0.091
Seq_513,0.122,-0.44,-0.42,-0.478,0.123
Seq_514,-0.086,-0.17,-0.484,-0.481,0.076
Seq_515,0.099,-0.503,-0.196,-0.463,0.178
Seq_516,0.189,-0.563,-0.445,-0.263,0.226
Seq_517,0.182,-0.636,-0.422,-0.389,0.253
Seq_518,0.21,-0.653,-0.468,-0.654,0.117
Seq_519,0.253,-0.292,-0.288,-0.626,0.161
Seq_520,-0.045,-0.282,-0.259,-0.269,0.043
Seq_521,0.221,-0.761,-0.452,-0.412,0.221
Seq_522,0.191,-0.466,-0.307,-0.415,0.143
Seq_523,0.191,-0.312,-0.349,-0.437,-0.028
Seq_524,-0.097,-0.733,-0.453,-0.496,0.117
Seq_525,0.244,-0.466,-0.568,-0.534,0.172
Seq_526,0.302,-0.545,-0.202,-0.402,0.181
Seq_527,-1.535,-1.311,-0.505,-0.295,0.299
Seq_528,0.386,-0.357,-0.233,-0.539,0.08
Seq_529,0.087,-0.335,-0.321,-0.405,0.149
Seq_530,-0.029,-0.587,0.021,-0.174,0.046
Seq_531,0.037,-0.8,-0.282,-0.296,0.232
Seq_532,-0.133,-0.631,-0.164,-0.226,0.129
Seq_533,0.219,-0.554,-0.422,-0.21,0.23
Seq_534,0.019,-0.774,-0.198,-0.466,0.13
Seq_535,-0.131,-0.869,-0.485,-0.413,0.327
Seq_536,0.149,-0.771,-0.383,-0.524,0.213
Seq_537,0.072,-0.215,-0.282,-0.369,0.061
Seq_538,0.064,-0.442,-0.279,-0.512,-0.054
Seq_539,0.496,-0.378,0.009,-0.263,0.165
Seq_540,0.216,-0.962,-0.022,-0.43,0.173
Seq_541,0.36,-0.45,0.008,-0.398,-0.062
Seq_542,-0.172,-0.704,-0.381,-0.329,0.294
Seq_543,-0.013,-0.059,-0.149,-0.284,0.043
Seq_544,0.152,-0.887,-0.378,-0.225,0.256
Seq_545,0.132,-0.346,-0.257,-0.534,-0.078
Seq_546,0.186,-0.317,-0.312,-0.458,0.256
Seq_547,-0.006,-0.384,-0.185,-0.385,0.097
Seq_548,0.086,-0.175,-0.66,-0.413,0.125
Seq_549,0.121,-0.561,-0.343,-0.413,0.246
Seq_550,0.308,-0.295,-0.336,-0.332,0.199
Seq_551,0.101,-0.708,-0.275,-0.501,0.189
Seq_552,0.112,-0.527,-0.127,-0.446,0.064
Seq_553,0.168,-0.537,-0.199,-0.345,0.24
Seq_554,0.187,-0.439,-0.293,-0.217,0.214
Seq_555,0.573,-0.735,-0.07,-0.563,0.271
Seq_556,0.197,-0.474,-0.12,-0.369,0.055
Seq_557,0.43,-0.506,-0.522,-0.622,0.109
Seq_558,0.211,-0.501,-0.405,-0.42,0.081
Seq_559,0.099,-1.034,-0.375,-0.529,0.274
Seq_560,0.369,-0.436,-0.262,-0.518,0.174
Seq_561,0.027,-0.543,-0.17,-0.406,0.26
Seq_562,0.107,-0.404,-0.06,-0.326,0.086
Seq_563,-0.197,-0.528,-0.335,-0.344,0.091
Seq_564,-0.129,-0.42,-0.304,-0.344,0.025
Seq_565,0.182,-0.281,-0.346,-0.526,0.086
Seq_566,0.237,-0.118,-0.273,-0.467,-0.037
Seq_567,0.183,-0.962,-0.206,-0.411,0.126
Seq_568,-0.01,-0.622,-0.084,-0.383,0.054
Seq_569,0.119,-0.18,-0.26,-0.606,-0.075
Seq_570,0.236,-0.351,-0.154,-0.284,0.056
Seq_571,0.007,-0.917,-0.257,-0.459,0.212
Seq_572,0.551,-0.501,-0.715,-0.297,0.068
Seq_573,0.01,-0.102,-0.282,-0.26,0.07
Seq_574,-0.212,-0.319,-0.225,-0.457,0.042
Seq_575,0.12,-0.418,-0.283,-0.408,0.052
Seq_576,-0.221,-0.824,-0.317,-0.38,0.268
Seq_577,0.676,-0.923,-0.159,0.057,-0.056
Seq_578,0.236,-0.313,-0.166,-0.403,0.149
Seq_579,0.648,-1.026,-0.117,-0.379,0.014
Seq_580,0.182,-0.736,-0.275,-0.502,0.083
Seq_581,0.051,-0.673,0.043,-0.508,0.255
Seq_582,0.143,-0.553,-0.1,-0.346,0.061
Seq_583,0.18,-0.663,-0.313,-0.428,0.223
Seq_584,0.377,0.015,-0.769,0.001,0.071
Seq_585,0.657,-0.254,-0.28,-0.489,0.146
Seq_586,-0.024,-0.553,-0.182,-0.457,0.053
Seq_587,-0.026,-0.301,-0.412,-0.359,0.148
Seq_588,-0.728,-0.98,-0.295,-0.266,0.334
Seq_589,0.087,-0.498,-0.188,-0.486,0.127
Seq_590,0.526,-0.415,-0.278,-0.195,-0.059
Seq_591,0.335,-0.376,-0.293,-0.503,0.209
Seq_592,0.152,0.046,-0.252,-0.575,-0.168
Seq_593,0.059,-0.704,-0.256,-0.452,0.19
Seq_594,0.074,-0.417,-0.348,-0.503,0.013
Seq_595,0.013,-0.306,-0.253,-0.291,0.195
Seq_596,-0.045,-0.708,-0.607,-0.495,0.138
Seq_597,0.324,-0.352,-0.076,-0.44,0.084
Seq_598,0.123,-0.883,-0.198,-0.55,0.241
Seq_599,0.281,-0.034,-0.615,-0.739,0.002
Seq_600,-0.027,-0.872,-0.197,-0.517,0.266
Seq_601,0.163,-0.589,-0.248,-0.391,0.124
Seq_602,0.147,-0.214,-0.529,-0.359,0.076
Seq_603,0.07,-0.32,-0.397,-0.422,0.097
Seq_604,0.268,-0.87,-0.374,-0.511,0.261
Seq_605,-0.008,-0.564,-0.234,-0.412,0.081
Seq_606,-0.61,-0.552,-0.309,-0.321,0.177
Seq_607,0.237,-0.602,0.001,-0.452,0.099
Seq_608,0.22,-0.727,-0.28,-0.467,0.186
Seq_609,-0.295,-0.575,-0.159,-0.233,0.095
Seq_610,-0.068,-0.369,-0.275,-0.5,0.151
Seq_611,0.212,-0.917,-0.142,-0.54,0.047
Seq_612,0.067,-0.271,-0.022,-0.322,0.128
Seq_613,0.405,-0.477,-0.545,-0.402,0.109
Seq_614,-0.071,-0.497,-0.064,-0.248,0.182
Seq_615,0.124,-0.469,-0.234,-0.37,0.092
Seq_616,0.207,-0.251,-0.049,-0.328,0.053
Seq_617,-0.375,-0.911,-0.55,-0.455,0.111
Seq_618,0.348,-0.291,-0.104,-0.593,0.031
Seq_619,0.208,-0.214,-0.296,-0.386,0.024
Seq_620,0.197,-0.381,-0.604,-0.297,0.191
Seq_621,0.16,-0.665,-0.331,-0.497,0.123
Seq_622,0.315,-0.444,-0.109,-0.365,0.092
Seq_623,-0.45,-0.441,-0.098,-0.11,0.094
Seq_624,0.069,-1.036,-0.138,-0.603,0.167
Seq_625,0.011,-0.372,-0.421,-0.525,0.05
Seq_626,0.161,-0.627,-0.099,-0.368,0.002
Seq_627,0.082,-0.406,-0.162,-0.227,0.078
Seq_628,0.091,-0.268,-0.262,-0.29,0.126
Seq_629,0.133,-0.529,-0.273,-0.408,0.132
Seq_630,0.152,-0.663,-0.164,-0.33,0.184
Seq_631,0.262,-0.686,-0.244,-0.454,0.233
Seq_632,0.187,-0.463,-0.218,-0.458,-0.053
Seq_633,0.071,-0.758,-0.093,-0.4,0.256
Seq_634,0.047,-0.801,-0.242,-0.437,0.157
Seq_635,0.252,-0.701,-0.34,-0.39,0.051
Seq_636,0.459,-0.133,-0.208,-0.383,0.097
Seq_637,-0.09,-0.23,-0.289,-0.287,0.143
Seq_638,-0.173,-0.79,-0.265,-0.523,0.358
Seq_639,0.132,-0.67,-0.275,-0.565,0.013
Seq_640,0.318,-0.403,-0.25,-0.493,0.005
Seq_641,0.112,-0.486,-0.192,-0.332,0.052
Seq_642,0.16,-0.63,-0.329,-0.451,0.127
Seq_643,0.121,-0.785,-0.264,-0.445,0.172
Seq_644,-0.192,-0.605,-0.182,-0.377,0.198
Seq_645,0.45,-0.349,-0.163,-0.625,0.056
Seq_646,0.322,-0.406,0.107,-0.374,-0.301
Seq_647,0.531,-0.302,-0.052,-0.196,0.015
Seq_648,0.055,-0.442,-0.23,-0.454,0.005
Seq_649,0.078,-0.541,-0.08,-0.381,0.158
Seq_650,-0.142,-0.624,-0.03,-0.43,0.187
Seq_651,-0.414,-0.3,-0.1,-0.268,0.015
Seq_652,0.009,-0.339,-0.11,-0.498,-0.0
Seq_653,-0.096,-0.727,-0.454,-0.374,0.258
Seq_654,0.314,-0.481,-0.281,-0.241,0.095
Seq_655,0.183,-0.454,-0.244,-0.446,0.155
Seq_656,0.24,-0.418,-0.307,-0.566,0.165
Seq_657,0.157,-0.375,-0.001,-0.383,0.114
Seq_658,0.251,-0.559,-0.291,-0.425,0.219
Seq_659,0.322,-0.897,-0.255,-0.43,0.198
Seq_660,0.438,-0.662,-0.152,-0.5,0.133
Seq_661,0.739,-0.176,-0.322,0.074,-0.062
Seq_662,0.16,-0.427,-0.086,-0.54,0.021
Seq_663,0.149,-0.243,-0.512,-0.411,0.066
Seq_664,0.005,-0.311,-0.412,-0.512,-0.024
Seq_665,0.622,-0.534,-0.165,-0.662,0.096
Seq_666,0.627,-0.982,-0.075,-0.448,0.15
Seq_667,0.369,-0.514,-0.436,-0.186,-0.043
Seq_668,0.063,-0.724,-0.214,-0.31,0.163
Seq_669,0.312,-0.32,-0.247,-0.492,0.076
Seq_670,-0.08,-0.84,-0.296,-0.447,0.26
Seq_671,0.05,-0.864,-0.219,-0.427,0.172
Seq_672,0.329,-0.623,-0.068,-0.502,0.118
Seq_673,0.039,-0.314,-0.241,-0.429,0.059
Seq_674,-0.203,-0.435,-0.044,-0.179,0.199
Seq_675,0.259,-0.785,-0.269,-0.479,0.092
Seq_676,0.353,-0.393,-0.191,-0.535,0.074
Seq_677,-0.048,-0.267,-0.415,-0.402,0.193
Seq_678,0.336,-0.394,-0.227,-0.483,0.122
Seq_679,0.221,-0.606,-0.166,-0.485,0.203
Seq_680,0.24,-0.462,-0.14,-0.473,0.064
Seq_681,0.001,-0.451,-0.294,-0.485,0.28
Seq_682,0.214,-0.474,-0.267,-0.392,0.136
Seq_683,-0.187,-0.621,-0.381,-0.355,0.259
Seq_684,0.404,-0.626,-0.895,-0.363,0.114
Seq_685,-0.246,-0.617,-0.41,-0.487,0.096
Seq_686,0.21,-0.263,-0.368,-0.374,0.093
Seq_687,0.099,-0.264,-0.287,-0.307,0.099
Seq_688,-0.38,-0.473,-0.532,-0.346,0.082
Seq_689,0.328,-0.219,-0.008,-0.467,-0.031
Seq_690,0.051,-0.629,-0.314,-0.352,0.223
Seq_691,0.039,-0.763,-0.304,-0.439,0.225
Seq_692,-0.003,-0.467,-0.328,-0.423,0.197
Seq_693,0.044,-0.556,-0.106,-0.495,0.106
Seq_694,-0.016,-0.384,-0.024,-0.276,0.173
Seq_695,0.256,-0.361,-0.333,-0.382,0.117
Seq_696,0.412,-0.329,-0.056,-0.26,-0.114
Seq_697,0.427,-0.615,-0.427,-0.357,0.165
Seq_698,-0.108,-0.395,-0.484,-0.419,0.026
Seq_699,0.191,-0.508,-0.215,-0.345,0.104
Seq_700,0.017,-0.505,-0.33,-0.505,0.168
Seq_701,0.003,-0.529,-0.133,-0.333,0.177
Seq_702,0.073,-0.394,-0.336,-0.395,0.141
Seq_703,0.262,-0.674,-0.023,-0.569,0.243
Seq_704,0.152,-0.706,-0.313,-0.501,0.14
Seq_705,0.068,-0.405,-0.681,-0.409,0.316
Seq_706,0.147,-0.617,-0.317,-0.478,0.209
Seq_707,0.027,-0.401,-0.224,-0.351,0.171
Seq_708,0.344,-0.333,-0.204,-0.409,0.095
Seq_709,-0.049,-0.421,-0.217,-0.338,0.117
Seq_710,0.197,-0.187,-0.201,-0.277,-0.037
Seq_711,0.15,-0.26,-0.372,-0.416,0.033
Seq_712,-0.066,-0.329,-0.479,-0.438,0.111
Seq_713,0.541,-0.634,-0.108,-0.57,0.033
Seq_714,0.208,-0.687,-0.169,-0.466,0.186
Seq_715,0.442,-0.399,-0.087,-0.366,0.027
Seq_716,-0.042,-0.484,-0.187,-0.357,0.057
Seq_717,0.656,-0.581,-0.581,-0.666,0.25
Seq_718,0.094,-0.586,-0.092,-0.453,0.115
Seq_719,0.067,-0.646,-0.276,-0.418,0.152
Seq_720,0.333,-0.543,-0.162,-0.382,0.101
Seq_721,0.03,-0.617,-0.308,-0.309,0.16
Seq_722,0.188,-0.41,-0.271,-0.306,0.098
Seq_723,0.105,-0.365,-0.372,-0.36,0.226
Seq_724,0.346,-0.476,-0.109,-0.497,-0.019
Seq_725,0.212,-0.64,-0.341,-0.56,0.12
Seq_726,0.113,-0.454,-0.206,-0.37,0.058
Seq_727,0.059,-0.075,-0.181,-0.353,0.029
Seq_728,0.315,-0.486,-0.373,-0.462,0.213
Seq_729,0.232,-0.43,-0.451,-0.19,0.044
Seq_730,0.413,-0.428,-0.284,-0.384,0.11
Seq_731,0.244,-0.394,-0.261,-0.388,0.121
Seq_732,0.163,-1.043,-0.216,-0.493,0.222
Seq_733,-0.072,-0.484,-0.275,-0.527,0.159
Seq_734,0.158,-0.268,-0.503,-0.345,0.107
Seq_735,0.24,-0.527,-0.653,-0.451,0.189
Seq_736,0.329,-0.56,-0.653,-0.436,-0.047
Seq_737,0.308,-0.343,-0.24,-0.374,0.038
Seq_738,-0.075,-0.611,-0.165,-0.414,0.082
Seq_739,-0.007,-0.241,-0.29,-0.408,0.093
Seq_740,0.158,-0.43,-0.168,-0.377,0.178
Seq_741,-0.752,-0.721,-0.385,-0.373,0.215
Seq_742,0.153,-0.253,-0.131,-0.33,0.101
Seq_743,0.458,-0.433,-0.182,-0.441,0.181
Seq_744,0.152,-0.591,-0.45,-0.549,0.211
Seq_745,0.154,-0.456,-0.16,-0.317,-0.073
Seq_746,0.03,-0.638,-0.219,-0.387,0.14
Seq_747,0.344,-0.481,-0.388,-0.473,0.135
Seq_748,0.267,-0.664,-0.22,-0.496,0.078
Seq_749,0.082,-0.22,-0.582,-0.45,0.052
Seq_750,0.038,-0.525,-0.332,-0.375,0.089
Seq_751,-0.079,-0.345,-0.297,-0.237,0.153
Seq_752,-0.303,-0.319,-0.438,-0.423,0.144
Seq_753,0.064,-0.66,-0.173,-0.511,0.181
Seq_754,0.027,-0.508,-0.394,-0.398,0.247
Seq_755,0.031,-0.453,-0.188,-0.399,0.151
Seq_756,-0.049,-0.724,-0.266,-0.55,0.277
Seq_757,0.373,-0.405,-0.118,-0.361,0.16
Seq_758,0.352,-0.474,-0.213,-0.642,0.075
Seq_759,0.316,-0.109,-0.384,-0.545,0.111
Seq_760,0.146,-0.552,-0.277,-0.449,0.236
Seq_761,0.136,-0.31,-0.601,-0.489,0.133
Seq_762,0.223,-0.421,-0.757,-0.229,0.143
Seq_763,0.123,-0.636,-0.27,-0.581,0.146
Seq_764,0.001,-0.312,-0.334,-0.421,0.114
Seq_765,-0.069,-0.494,-0.363,-0.322,0.236
Seq_766,0.109,-0.365,-0.281,-0.394,0.13
Seq_767,0.083,-0.625,-0.209,-0.579,0.048
Seq_768,-0.147,-0.789,-0.23,-0.493,0.176
Seq_769,0.011,-0.552,-0.302,-0.419,0.185
Seq_770,0.065,-0.817,-0.551,-0.622,0.113
Seq_771,0.045,-0.773,-0.308,-0.463,0.15
Seq_772,0.258,-0.763,-0.236,-0.42,0.21
Seq_773,0.03,-0.646,-0.248,-0.369,0.19
Seq_774,0.335,-0.448,-0.389,-0.527,0.167
Seq_775,0.475,-0.518,-0.079,-0.372,0.097
Seq_776,-0.016,-0.383,-0.313,-0.234,0.134
Seq_777,0.375,-1.13,0.668,-0.698,-0.093
Seq_778,0.066,-0.744,-0.175,-0.421,0.191
Seq_779,-0.234,-0.561,-0.448,-0.538,0.124
Seq_780,-0.006,-0.145,-0.047,-0.281,0.046
Seq_781,0.27,-0.641,-0.525,-0.44,0.277
Seq_782,-0.117,-0.797,-0.286,-0.562,0.146
Seq_783,0.133,-0.37,-0.327,-0.518,0.02
Seq_784,0.046,-0.412,-0.327,-0.282,0.031
Seq_785,0.039,-0.62,-0.248,-0.451,0.102
Seq_786,-0.027,-0.548,-0.213,-0.272,0.312
Seq_787,-0.001,-0.288,-0.197,-0.395,0.032
Seq_788,0.187,-0.623,-0.308,-0.566,0.191
Seq_789,0.29,-0.528,-0.287,-0.578,0.112
Seq_790,0.419,-0.75,-0.134,-0.432,0.09
Seq_791,0.068,-0.392,-0.141,-0.325,0.18
Seq_792,-0.052,-0.918,-0.179,-0.559,0.151
Seq_793,0.132,-0.382,-0.238,-0.579,0.137
Seq_794,0.118,-0.446,-0.203,-0.488,0.07
Seq_795,0.044,-0.235,-0.265,-0.403,0.144
Seq_796,0.096,-0.714,-0.302,-0.412,0.195
Seq_797,-0.081,-0.757,-0.151,-0.462,0.247
Seq_798,0.101,-0.307,-0.239,-0.407,0.076
Seq_799,-0.096,-0.419,-0.187,-0.32,-0.084
Seq_800,-0.002,-0.491,-0.27,-0.488,0.126
Seq_801,0.09,-0.357,-0.338,-0.373,0.084
Seq_802,0.155,-0.316,-0.184,-0.342,0.001
Seq_803,0.041,-0.441,-0.27,-0.467,0.178
Seq_804,0.031,-0.382,-0.062,-0.297,0.221
Seq_805,0.748,-0.083,-0.654,0.087,0.027
Seq_806,0.237,-0.354,-0.474,-0.466,0.057
Seq_807,-0.068,-0.499,-0.292,-0.368,0.193
Seq_808,0.336,-0.127,-0.318,-0.449,0.093
Seq_809,0.33,-0.166,-0.469,-0.586,0.093
Seq_810,-0.126,-0.567,-0.126,-0.436,0.129
Seq_811,-0.324,-0.432,-0.141,-0.421,0.198
Seq_812,0.341,-0.348,-0.293,-0.321,0.097
Seq_813,0.281,-0.406,-0.353,-0.537,0.081
Seq_814,-0.034,-0.346,-0.258,-0.374,0.109
Seq_815,0.363,-0.686,-0.107,-0.372,0.05
Seq_816,0.167,-0.576,-0.263,-0.391,0.118
Seq_817,0.154,-0.703,-0.449,-0.458,0.112
Seq_818,0.096,-0.426,-0.257,-0.32,0.212
Seq_819,-0.809,-0.922,-0.28,-0.43,0.183
Seq_820,-0.004,-0.832,-0.243,-0.391,0.368
Seq_821,-0.152,-0.225,-0.426,-0.377,0.048
Seq_822,0.09,-0.49,-0.209,-0.381,0.155
Seq_823,0.08,-0.068,-0.376,-0.243,0.081
Seq_824,0.247,-0.43,-0.308,-0.551,0.131
Seq_825,0.013,-0.462,-0.16,-0.453,0.001
Seq_826,0.092,-0.638,-0.265,-0.44,0.131
Seq_827,0.206,-0.107,-0.165,-0.372,0.145
Seq_828,0.352,-0.763,-0.374,-0.612,0.228
Seq_829,0.052,-0.32,-0.283,-0.368,0.083
Seq_830,0.338,-1.153,-0.037,-0.712,0.18
Seq_831,0.155,-0.491,-0.345,-0.339,0.158
Seq_832,0.155,-0.536,0.1,-0.423,0.018
Seq_833,-0.167,-0.869,-0.47,-0.169,0.298
Seq_834,-0.024,-0.498,-0.178,-0.502,0.137
Seq_835,0.186,-0.725,0.012,-0.397,-0.048
Seq_836,0.272,-0.957,-0.023,-0.259,0.168
Seq_837,0.267,0.155,0.047,-0.242,-0.21
Seq_838,0.037,-0.724,-0.118,-0.076,0.183
Seq_839,0.24,-0.189,-0.621,-0.295,0.186
Seq_840,0.54,-0.388,-0.03,-0.466,-0.072
Seq_841,0.13,-0.586,-0.191,-0.562,-0.001
Seq_842,0.259,-0.444,-0.411,-0.546,0.117
Seq_843,0.202,-1.032,-0.227,-0.553,0.217
Seq_844,0.187,-0.757,-0.759,-0.601,0.068
Seq_845,0.127,-0.607,-0.198,-0.46,0.171
Seq_846,0.38,-0.276,-0.204,-0.46,-0.031
Seq_847,0.124,-0.415,-0.135,-0.338,0.162
Seq_848,0.079,-0.315,-0.168,-0.405,0.092
Seq_849,0.167,-0.865,-0.387,-0.584,0.23
Seq_850,0.217,-0.769,-0.651,-0.281,0.24
Seq_851,-0.212,-0.749,-0.101,-0.211,0.253
Seq_852,0.339,-0.534,-0.328,-0.261,0.069
Seq_853,-0.057,-0.483,-0.369,-0.483,0.287
Seq_854,0.599,-0.959,-0.1,-0.519,0.117
Seq_855,0.009,-0.776,-0.298,-0.511,0.191
Seq_856,-0.134,-0.078,-0.158,-0.349,0.042
Seq_857,-0.077,-0.533,-0.234,-0.361,0.091
Seq_858,0.307,-0.372,-0.313,-0.566,0.017
Seq_859,0.208,-0.33,-0.508,-0.395,0.223
Seq_860,0.267,-0.699,-0.026,-0.437,0.137
Seq_861,0.322,-0.654,-0.688,-0.422,0.272
Seq_862,-0.138,-0.032,-0.458,-0.484,-0.025
Seq_863,0.181,-0.591,-0.28,-0.397,0.036
Seq_864,0.095,-0.655,-0.224,-0.67,0.121
Seq_865,-0.484,-0.505,-0.247,-0.341,0.046
Seq_866,0.261,-0.77,-0.44,-0.578,0.215
Seq_867,0.276,-0.814,-0.237,-0.81,0.049
Seq_868,0.108,-0.5,-0.224,-0.374,0.127
Seq_869,-0.011,-0.572,-0.43,-0.514,0.082
Seq_870,-0.19,-0.661,-0.53,-0.522,0.089
Seq_871,0.103,-0.389,-0.305,-0.553,0.122
Seq_872,0.036,-0.41,-0.177,-0.404,0.072
Seq_873,-0.087,-0.172,-0.368,-0.369,0.114
Seq_874,0.014,-0.753,-0.166,-0.447,0.233
Seq_875,0.134,-0.446,-0.45,-0.438,0.149
Seq_876,-0.001,-0.62,-0.204,-0.486,0.053
Seq_877,-0.155,-0.48,-0.38,-0.371,0.235
Seq_878,0.118,-0.594,-0.302,-0.399,0.158
Seq_879,0.083,-0.384,-0.53,-0.433,0.166
Seq_880,0.095,-0.61,-0.153,-0.325,0.174
Seq_881,0.269,-0.134,-0.31,-0.238,0.044
Seq_882,0.089,-0.237,-0.204,-0.487,0.024
Seq_883,0.264,-0.576,-0.156,-0.348,0.02
Seq_884,0.023,-0.594,-0.457,-0.309,0.192
Seq_885,0.013,-0.152,-0.11,-0.134,-0.102
Seq_886,0.066,-0.348,-0.502,-0.438,0.069
Seq_887,0.283,-0.105,-0.249,-0.472,-0.09
Seq_888,-0.168,-0.721,-0.513,-0.414,0.192
Seq_889,0.234,-0.422,-0.339,-0.485,0.108
Seq_890,0.284,-0.405,0.095,-0.221,-0.387
Seq_891,0.192,-0.312,-0.257,-0.417,-0.025
Seq_892,0.384,-0.35,-0.57,-0.584,0.266
Seq_893,0.298,-0.287,-0.197,-0.382,0.042
Seq_894,0.244,-0.825,0.099,-0.381,-0.115
Seq_895,0.128,-0.596,-0.092,-0.272,0.191
Seq_896,0.026,-0.671,-0.284,-0.41,0.093
Seq_897,0.015,-0.55,-0.234,-0.416,0.198
Seq_898,0.236,-0.615,-0.268,-0.435,0.155
Seq_899,0.171,-0.734,-0.125,-0.497,0.135
Seq_900,0.228,-0.565,-0.257,-0.445,0.165
Seq_901,-0.093,-0.567,-0.343,-0.379,0.046
Seq_902,0.045,-0.583,-0.229,-0.366,-0.006
Seq_903,0.325,-0.414,-0.492,-0.296,0.207
Seq_904,0.02,-0.578,-0.326,-0.559,0.072
Seq_905,0.68,-0.251,-0.376,-0.472,0.328
Seq_906,0.473,-0.235,-0.057,-0.28,0.207
Seq_907,0.176,-0.646,-0.646,-0.277,0.072
Seq_908,0.097,-0.753,-0.302,-0.459,0.156
Seq_909,0.141,-0.412,-0.361,-0.363,0.056
Seq_910,0.037,-0.474,-0.172,-0.386,0.034
Seq_911,0.429,-0.645,-0.245,-0.523,0.275
Seq_912,0.238,-0.416,-0.418,-0.391,0.158
Seq_913,0.235,-0.459,-0.204,-0.43,-0.047
Seq_914,0.003,-0.282,-0.244,-0.389,0.053
Seq_915,0.444,-0.341,-0.057,-0.293,0.259
Seq_916,-0.153,-0.846,-0.211,-0.476,0.201
Seq_917,0.163,-0.516,-0.165,-0.435,0.111
Seq_918,-0.023,-0.83,-0.182,-0.298,0.227
Seq_919,0.062,-0.525,-0.24,-0.308,0.115
Seq_920,0.024,-0.496,-0.176,-0.396,0.049
Seq_921,0.22,-0.322,-0.067,-0.496,-0.0
Seq_922,0.288,-0.471,-0.128,-0.294,0.085
Seq_923,-0.003,-0.631,-0.137,-0.136,0.312
Seq_924,0.118,-0.58,-0.275,-0.456,0.113
Seq_925,-0.122,-0.597,-0.278,-0.339,0.196
Seq_926,-0.064,-0.291,-0.46,-0.364,-0.005
Seq_927,0.08,-0.426,-0.244,-0.409,0.187
Seq_928,0.45,-0.474,-0.734,-0.124,0.177
Seq_929,0.022,-0.795,-0.394,-0.435,0.134
Seq_930,0.044,-0.672,-0.104,-0.393,0.105
Seq_931,0.356,-0.371,-0.341,-0.468,0.142
Seq_932,0.151,-0.096,-0.318,-0.4,-0.08
Seq_933,-0.707,-0.598,-0.334,-0.227,0.118
Seq_934,0.387,-0.346,-0.134,-0.358,0.171
Seq_935,0.714,-0.362,-0.322,-0.337,0.279
Seq_936,0.173,-0.938,-0.237,-0.546,0.305
Seq_937,0.076,-0.246,-0.042,-0.296,0.029
Seq_938,0.157,-0.352,-0.059,-0.133,0.114
Seq_939,0.012,-0.582,-0.211,-0.249,0.231
Seq_940,-0.104,-0.693,-0.195,-0.442,0.115
Seq_941,0.341,-0.728,-0.673,-0.379,0.163
Seq_942,0.609,-0.414,-0.799,-0.089,-0.033
Seq_943,0.631,-0.409,-0.252,-0.439,0.228
Seq_944,-0.0,-0.657,-0.701,-0.496,0.307
Seq_945,0.014,-0.547,-0.319,-0.597,0.181
Seq_946,0.212,-0.73,-0.225,-0.479,0.335
Seq_947,0.216,-0.592,-0.263,-0.432,0.223
Seq_948,-0.223,-0.716,-0.424,-0.519,0.203
Seq_949,0.005,-0.696,-0.271,-0.498,0.226
Seq_950,0.012,-0.203,-0.338,-0.387,0.096
Seq_951,0.041,-0.808,-0.277,-0.393,0.224
Seq_952,0.428,-0.746,-0.087,-0.311,0.264
Seq_953,0.225,-0.27,-0.892,-0.16,0.162
Seq_954,0.322,-0.58,0.027,-0.675,0.196
