Secondary Structure(Helix),Solvent Accessibilty (Buried),Solvent Accesibilty(Intermediate),[G4.3.22.3],[G7.1.1.50],[G5.2.2.12],[G4.3.10.4],[G2.1.1.169],[G4.3.11.2],[G2.1.1.339],[G2.1.1.211],[G2.1.1.178],[Class]
0.511,0.379,0.286,3.75,-0.001093,0.003114,18.75,2.531646,7.5,0,0,0,DNA
0.512,0.502,0.217,3.75,0.002527,3.22E-04,18.75,0,2.5,0,0,1.265823,DNA
0.504,0.328,0.336,3.75,0.009966,0.005214,18.75,5.063291,2.5,0,0,1.265823,DNA
0.491,0.355,0.31,3.75,0.001978,9.05E-04,23.75,0,2.5,0,0,0,DNA
0.48,0.332,0.296,3.75,-9.57E-04,0.002167,20,0,2.5,0,0,1.265823,DNA
0.384,0.347,0.384,3.75,-0.001719,0.002135,17.5,0,2.5,0,0,2.531646,DNA
0.524,0.378,0.316,10,0.00152,3.23E-04,7.5,0,2.5,0,0,0,DNA
0.359,0.64,0.154,3.75,0.002784,7.94E-04,33.75,0,2.5,0,0,0,DNA
0.508,0.42,0.242,3.75,0.012398,0.001522,36.25,1.265823,2.5,0,0,0,DNA
0.538,0.256,0.281,3.75,0.005058,0.002009,32.5,0,2.5,0,0,0,DNA
0.476,0.303,0.344,3.75,-0.005611,6.88E-04,17.5,0,2.5,0,0,0,DNA
0.374,0.43,0.251,3.75,-0.001148,2.77E-04,37.5,0,2.5,0,0,0,DNA
0.438,0.335,0.299,3.75,-0.002318,0.001534,31.25,0,2.5,0,0,0,DNA
0.429,0.365,0.286,6.25,-0.015069,7.96E-04,18.75,0,2.5,0,0,0,DNA
0.435,0.398,0.176,8.75,0.007587,0.002481,28.75,1.265823,2.5,0,0,1.265823,DNA
0.425,0.417,0.234,6.25,-0.002799,0,21.25,0,2.5,0,0,0,DNA
0.395,0.407,0.234,6.25,-0.003237,0,22.5,0,2.5,0,0,0,DNA
0.545,0.485,0.189,6.25,-2.30E-05,0.001996,16.25,1.265823,2.5,0,0,0,DNA
0.545,0.485,0.189,6.25,-2.30E-05,0.001996,16.25,1.265823,2.5,0,0,0,DNA
0.405,0.328,0.366,16.25,0.004388,0,13.75,0,2.5,0,0,0,DNA
0.485,0.476,0.175,7.5,0.011363,0.003298,17.5,0,2.5,0,0,2.531646,DNA
0.581,0.481,0.163,7.5,0.005708,0.002323,16.25,1.265823,2.5,0,0,0,DNA
0.577,0.469,0.177,7.5,0.00431,0.002321,16.25,1.265823,2.5,0,0,0,DNA
0.554,0.469,0.185,7.5,0.005043,0.002374,16.25,1.265823,2.5,0,0,0,DNA
0.469,0.411,0.258,6.25,5.30E-04,0.001517,18.75,2.531646,2.5,0,0,0,DNA
0.422,0.368,0.26,3.75,0.011836,0.002508,15,2.531646,2.5,0,0,0,DNA
0.557,0.439,0.167,3.75,-0.001697,0.001707,32.5,1.265823,2.5,0,0,0,DNA
0.469,0.343,0.3,3.75,-0.001991,0.002488,25,1.265823,2.5,0,0,1.265823,DNA
0.426,0.405,0.241,3.75,0.001799,0.001262,22.5,0,2.5,1.265823,0,0,DNA
0.442,0.425,0.218,3.75,0.007954,0.001128,32.5,1.265823,2.5,0,0,0,DNA
0.495,0.384,0.213,3.75,-0.00411,0.001612,13.75,1.265823,2.5,0,0,0,DNA
0.415,0.446,0.183,3.75,0.011355,0.001852,17.5,1.265823,2.5,0,0,0,DNA
0.477,0.419,0.225,3.75,-0.004775,0.003222,20,1.265823,2.5,0,0,2.531646,DNA
0.589,0.363,0.21,7.5,-8.34E-04,0.00353,36.25,1.265823,2.5,0,0,0,DNA
0.509,0.37,0.275,5,0.006107,7.43E-04,35,0,2.5,1.265823,0,0,DNA
0.488,0.435,0.21,8.75,0.010808,2.62E-04,25,0,2.5,0,0,0,DNA
0.502,0.405,0.274,6.25,0.004265,0.002338,20,0,2.5,0,0,1.265823,DNA
0.394,0.423,0.284,5,0.008749,0.001696,25,0,2.5,0,0,0,DNA
0.436,0.532,0.191,6.25,0.003319,3.18E-04,33.75,0,2.5,0,0,0,DNA
0.414,0.403,0.287,6.25,-0.001817,8.31E-04,23.75,0,2.5,0,0,0,DNA
0.392,0.329,0.192,5,-0.013747,0.001204,35,1.265823,2.5,0,0,1.265823,DNA
0.538,0.378,0.288,5,-0.003674,0.001231,36.25,0,2.5,0,0,0,DNA
0.447,0.411,0.219,6.25,0.01285,0.001742,27.5,0,2.5,0,0,0,DNA
0.481,0.443,0.219,8.75,-9.75E-04,0.001023,30,0,2.5,1.265823,0,0,DNA
0.413,0.36,0.279,16.25,-5.70E-04,0.00319,35,2.531646,2.5,0,0,0,DNA
0.492,0.388,0.256,5,-0.003749,0.001994,37.5,1.265823,2.5,0,1.265823,1.265823,DNA
0.469,0.347,0.28,3.75,-0.001933,0.002188,31.25,0,2.5,0,0,0,DNA
0.474,0.486,0.264,3.75,0.001294,2.97E-04,17.5,0,2.5,0,0,0,DNA
0.427,0.45,0.253,3.75,-7.61E-04,9.32E-04,21.25,0,2.5,0,0,0,DNA
0.526,0.499,0.231,5,0.010044,3.14E-04,25,0,2.5,0,0,0,DNA
0.488,0.283,0.346,8.75,0.001941,0.002137,12.5,1.265823,2.5,0,0,1.265823,DNA
0.489,0.336,0.336,5,0.0117,0.004781,18.75,5.063291,2.5,0,0,2.531646,DNA
0.518,0.445,0.241,5,0.004983,0.001015,26.25,0,2.5,0,0,1.265823,DNA
0.515,0.31,0.212,7.5,-0.002523,0.00123,10,0,2.5,0,0,1.265823,DNA
0.405,0.391,0.306,7.5,-0.009433,0.003479,26.25,3.797468,2.5,0,0,0,DNA
0.376,0.455,0.226,13.75,0.002157,0.001901,38.75,0,2.5,0,0,1.265823,DNA
0.473,0.46,0.226,8.75,-8.42E-04,0.00341,18.75,5.063291,2.5,0,0,0,DNA
0.475,0.384,0.26,7.5,0.003141,0.002311,41.25,0,2.5,0,0,0,DNA
0.455,0.38,0.257,5,0.007899,0.004014,20,3.797468,2.5,0,0,0,DNA
0.387,0.289,0.367,3.75,-8.75E-04,8.68E-04,20,0,2.5,0,0,0,DNA
0.405,0.422,0.267,3.75,-0.004021,0.001621,16.25,0,2.5,0,0,0,DNA
0.417,0.374,0.265,3.75,-0.003862,0.001349,13.75,0,2.5,0,0,0,DNA
0.445,0.455,0.235,3.75,0.011874,0.001825,38.75,0,2.5,0,0,0,DNA
0.445,0.433,0.263,3.75,-0.012332,6.32E-04,17.5,0,2.5,0,0,1.265823,DNA
0.383,0.435,0.239,5,0.002998,0.003882,30,2.531646,2.5,0,0,0,DNA
0.412,0.308,0.439,5,0.001697,3.40E-04,18.75,0,2.5,0,0,0,DNA
0.532,0.362,0.277,3.75,0.008206,0.002042,25,0,2.5,0,0,1.265823,DNA
0.479,0.319,0.339,3.75,0.002212,0.00146,15,1.265823,2.5,0,0,0,DNA
0.442,0.452,0.279,7.5,0.003808,2.84E-04,16.25,0,2.5,0,0,1.265823,DNA
0.52,0.476,0.196,5,-0.006252,2.95E-04,23.75,0,2.5,0,0,0,DNA
0.473,0.406,0.249,3.75,-0.009015,0.001476,20,0,2.5,1.265823,0,0,DNA
0.481,0.445,0.21,5,-0.004632,6.23E-04,12.5,0,2.5,0,0,1.265823,DNA
0.387,0.359,0.357,6.25,-0.009465,0.003509,25,5.063291,2.5,0,0,0,DNA
0.572,0.516,0.204,7.5,0.005647,0.001352,25,0,2.5,0,0,0,DNA
0.313,0.346,0.36,5,-0.00228,0.002569,32.5,0,2.5,0,0,1.265823,DNA
0.435,0.394,0.224,5,0.005052,0.00231,16.25,0,2.5,0,0,0,DNA
0.403,0.332,0.37,6.25,-0.006194,3.35E-04,12.5,0,2.5,0,1.265823,0,DNA
0.454,0.382,0.242,13.75,-0.007485,0.002764,23.75,0,2.5,1.265823,0,0,DNA
0.498,0.386,0.355,6.25,0.0056,0.00153,20,0,2.5,0,0,0,DNA
0.494,0.494,0.135,6.25,0.001402,0.002361,26.25,2.531646,2.5,0,0,0,DNA
0.388,0.357,0.396,3.75,-0.012981,5.74E-04,15,0,2.5,0,0,0,DNA
0.439,0.505,0.22,6.25,0.003409,6.10E-04,38.75,0,2.5,1.265823,0,0,DNA
0.496,0.415,0.207,7.5,-0.007083,0.001836,13.75,0,2.5,0,0,0,DNA
0.5,0.443,0.243,5,4.31E-04,0.001239,17.5,1.265823,2.5,0,0,0,DNA
0.484,0.313,0.321,2.5,0.005519,0.004944,30,3.797468,12.5,0,0,1.265823,DNA
0.529,0.394,0.187,2.5,-3.11E-04,0.001193,27.5,0,3.75,0,0,0,DNA
0.463,0.382,0.214,2.5,0.009204,0.003049,25,1.265823,3.75,0,0,1.265823,DNA
0.503,0.415,0.211,2.5,0.004274,0.002123,30,0,3.75,0,0,0,DNA
0.477,0.427,0.244,2.5,0.004965,0.001595,17.5,0,8.75,0,0,1.265823,DNA
0.469,0.456,0.234,2.5,0.005399,9.54E-04,30,0,8.75,0,0,1.265823,DNA
0.476,0.39,0.266,2.5,0.010126,0.001991,13.75,0,12.5,0,0,0,DNA
0.53,0.348,0.182,3.030303,-0.004193,0.006645,25.757576,3.076923,12.121212,0,0,3.076923,DNA
0.398,0.391,0.364,2.5,0.008541,0.001263,28.75,0,6.25,0,0,0,DNA
0.51,0.371,0.219,2.5,5.89E-04,0.002252,30,1.265823,7.5,0,0,0,DNA
0.49,0.371,0.245,2.5,-0.00717,9.29E-04,21.25,0,3.75,0,0,0,DNA
0.387,0.374,0.267,2.5,4.41E-04,0.002322,31.25,1.265823,3.75,0,0,0,DNA
0.5,0.423,0.265,2.5,9.29E-04,0.001995,21.25,2.531646,3.75,0,0,0,DNA
0.559,0.29,0.237,2.5,-0.008477,0.004668,17.5,6.329114,3.75,0,0,0,DNA
0.405,0.433,0.257,3.75,0.001438,0.002558,27.5,0,2.5,0,0,0,DNA
0.434,0.376,0.257,5,-0.008481,0.001686,16.25,1.265823,2.5,0,0,1.265823,DNA
0.434,0.377,0.243,5,-0.009533,0.001001,16.25,0,2.5,0,0,1.265823,DNA
0.423,0.42,0.209,5,0.004464,8.02E-04,15,0,2.5,0,0,0,DNA
0.388,0.388,0.268,8.75,-0.003133,0.001444,21.25,0,2.5,0,0,0,DNA
0.461,0.325,0.397,7.5,1.31E-04,0.002374,27.5,0,2.5,0,1.265823,0,DNA
0.404,0.381,0.377,3.75,-0.004096,7.39E-04,26.25,0,2.5,0,0,0,DNA
0.466,0.383,0.351,3.75,0.005077,3.15E-04,33.75,0,2.5,0,0,0,DNA
0.414,0.352,0.314,1.25,0.00528,0.001419,16.25,0,2.5,0,0,0,DNA
0.512,0.45,0.206,1.25,-0.010491,0.002275,22.5,1.265823,7.5,0,0,1.265823,RNA
0.424,0.398,0.296,2.5,2.49E-04,0.002918,18.75,0,2.5,0,0,0,RNA
0.374,0.486,0.263,3.75,-0.004547,0.002111,32.5,0,3.75,0,0,0,RNA
0.545,0.448,0.198,2.5,3.40E-05,6.27E-04,13.75,0,8.75,0,0,1.265823,RNA
0.576,0.408,0.204,2.5,8.68E-04,0.001772,13.75,0,17.5,0,0,1.265823,RNA
0.519,0.42,0.259,2.5,-0.003413,0.001517,13.75,1.265823,16.25,0,0,0,RNA
0.486,0.43,0.226,2.5,0.00591,2.85E-04,20,0,22.5,0,0,0,RNA
0.5,0.434,0.197,2.5,-0.002421,0.004085,27.5,1.265823,5,0,0,0,RNA
0.442,0.471,0.125,2.5,0.003767,0.003966,21.25,1.265823,10,0,0,2.531646,RNA
0.495,0.419,0.197,2.5,-0.001068,0.002797,10,0,8.75,0,0,1.265823,RNA
0.602,0.439,0.211,2.5,0.006029,6.04E-04,23.75,0,7.5,0,0,0,RNA
0.548,0.441,0.194,2.5,0.005854,2.89E-04,16.25,0,10,0,0,0,RNA
0.608,0.275,0.196,3.921569,0.00769,0.008075,23.529412,2,11.764706,0,0,0,RNA
0.505,0.426,0.277,2.5,0.020326,2.83E-04,15,0,5,0,0,0,RNA
0.515,0.431,0.271,2.5,-0.011871,0.001127,21.25,0,27.5,0,0,0,RNA
0.47,0.281,0.307,2.5,0.009184,6.03E-04,23.75,0,8.75,0,0,0,RNA
0.439,0.439,0.204,2.5,-3.23E-04,0.002087,23.75,1.265823,3.75,0,0,0,RNA
0.496,0.389,0.263,2.5,0.002072,0.002896,16.25,0,3.75,0,0,0,RNA
0.53,0.417,0.174,2.5,0.003444,0.002328,23.75,2.531646,3.75,0,0,0,RNA
0.506,0.386,0.178,2.5,0.002131,6.26E-04,33.75,0,3.75,0,0,0,RNA
0.385,0.434,0.248,2.5,0.010111,0.001454,23.75,0,3.75,0,0,0,RNA
0.462,0.415,0.179,2.5,0.003689,0,25,0,3.75,0,0,0,RNA
0.523,0.5,0.121,2.5,2.57E-04,0.001353,20,0,3.75,0,0,1.265823,RNA
0.557,0.433,0.187,2.5,0.001927,0.001159,22.5,0,3.75,0,0,1.265823,RNA
0.523,0.491,0.152,2.5,0.003797,0.002548,22.5,2.531646,3.75,0,1.265823,0,RNA
0.432,0.404,0.243,2.5,-0.004993,0.002452,32.5,2.531646,3.75,0,0,2.531646,RNA
0.531,0.408,0.192,2.5,0.005408,0.001613,20,0,3.75,0,0,0,RNA
0.552,0.345,0.283,2.5,0.004837,0.0039,17.5,3.797468,3.75,0,0,0,RNA
0.379,0.448,0.276,2.5,0.005596,0.001398,20,1.265823,6.25,0,0,1.265823,RNA
0.445,0.387,0.269,2.5,0.007567,0.003359,28.75,0,6.25,1.265823,0,2.531646,RNA
0.526,0.432,0.253,2.5,0.003646,0.001272,25,0,8.75,1.265823,0,0,RNA
0.454,0.397,0.293,2.5,0.004008,0.001546,23.75,0,6.25,0,0,1.265823,RNA
0.484,0.36,0.28,2.5,0.002389,0.002228,22.5,0,8.75,0,0,1.265823,RNA
0.469,0.469,0.18,2.5,-0.006232,0.001088,13.75,0,8.75,0,0,1.265823,RNA
0.459,0.422,0.226,2.5,0.010306,0.001926,26.25,1.265823,17.5,0,0,0,RNA
0.658,0.367,0.175,2.5,0.012965,0.004526,15,2.531646,8.75,0,0,1.265823,RNA
0.429,0.411,0.214,3.571429,-0.003817,0.002102,30.357143,0,7.142857,0,0,0,RNA
0.482,0.482,0.153,2.5,0.012714,0.003235,22.5,1.265823,11.25,0,0,1.265823,RNA
0.466,0.511,0.17,2.5,0.013035,0.001952,22.5,1.265823,10,0,0,0,RNA
0.482,0.471,0.153,2.5,0.016953,0.002221,17.5,1.265823,11.25,0,0,0,RNA
0.44,0.505,0.154,2.5,0.004982,0.003634,23.75,2.531646,11.25,0,0,1.265823,RNA
0.543,0.504,0.157,2.5,-0.008285,0.001751,25,2.531646,13.75,0,0,1.265823,RNA
0.533,0.495,0.148,2.5,-0.01125,0.001575,33.75,1.265823,5,0,0,1.265823,RNA
0.588,0.422,0.156,2.5,0.007106,0.003177,37.5,1.265823,5,0,0,3.797468,RNA
0.491,0.327,0.273,3.636364,0.009942,0.008359,29.090909,5.555556,7.272727,0,0,1.851852,RNA
0.423,0.452,0.21,2.5,-0.001384,0.001317,25,0,5,0,0,1.265823,RNA
0.46,0.441,0.217,2.5,-0.001488,0.002909,18.75,1.265823,5,0,0,1.265823,RNA
0.424,0.448,0.236,2.5,8.30E-05,0.002175,21.25,0,6.25,0,0,0,RNA
0.527,0.345,0.255,3.636364,-0.00157,0.010348,18.181818,1.851852,12.727273,0,0,0,RNA
0.439,0.364,0.258,3.030303,-0.008546,0.004144,22.727273,1.538462,9.090909,0,0,1.538462,RNA
0.644,0.442,0.125,2.5,-0.00481,0.005256,25,2.531646,18.75,0,0,0,RNA
0.412,0.363,0.324,2.5,0.001562,0.001311,20,0,7.5,0,0,0,RNA
0.552,0.333,0.218,2.5,0.004816,0.001828,26.25,0,13.75,0,0,0,RNA
0.517,0.35,0.367,3.333333,-0.002982,0.004223,21.666667,3.389831,18.333333,0,0,1.694915,RNA
0.418,0.466,0.19,2.5,0.008861,0.003979,16.25,3.797468,10,0,0,0,RNA
0.489,0.461,0.227,2.5,0.002,0.002919,20,1.265823,23.75,0,0,1.265823,RNA
0.461,0.475,0.206,2.5,0.003575,0.002556,21.25,1.265823,51.25,0,0,2.531646,RNA
0.492,0.39,0.22,3.389831,0.003423,0.005021,16.949153,1.724138,11.864407,0,0,1.724138,RNA
0.429,0.524,0.206,3.174603,-0.001339,0.002572,26.984127,0,17.460317,0,0,1.612903,RNA
0.561,0.463,0.179,2.5,-0.001358,0.002982,23.75,0,6.25,0,0,0,RNA
0.561,0.463,0.179,2.5,-0.001358,0.002982,23.75,0,6.25,0,0,0,RNA
0.393,0.418,0.25,2.5,0.009096,0.001695,18.75,0,13.75,0,0,0,RNA
0.574,0.396,0.188,2.5,0.012378,0.002381,18.75,0,6.25,0,0,0,RNA
0.5,0.212,0.242,3.030303,0.002733,0.008103,27.272727,4.615385,6.060606,0,0,1.538462,RNA
0.409,0.353,0.248,2.5,-0.005962,0.001953,16.25,1.265823,5,0,0,0,RNA
0.502,0.47,0.209,2.5,-8.57E-04,0.001377,21.25,0,5,0,0,1.265823,RNA
0.524,0.333,0.27,3.174603,0.001675,0.006939,19.047619,1.612903,11.111111,0,0,4.83871,RNA
0.546,0.464,0.156,2.5,0.005085,0.002416,17.5,0,8.75,0,0,1.265823,RNA
0.467,0.38,0.272,2.5,0.010241,0.002194,22.5,1.265823,6.25,0,0,1.265823,RNA
0.5,0.493,0.264,2.5,0.001716,0.00243,20,2.531646,12.5,0,0,0,RNA
0.466,0.452,0.252,2.5,0.00436,9.58E-04,13.75,0,8.75,0,1.265823,0,RNA
0.588,0.509,0.182,2.5,0.001259,0.001591,27.5,0,8.75,0,0,0,RNA
0.489,0.428,0.244,2.5,0.004705,5.74E-04,22.5,0,6.25,0,0,0,RNA
0.454,0.461,0.255,2.5,-9.00E-06,9.94E-04,20,0,8.75,0,0,0,RNA
0.44,0.358,0.34,2.5,0.006178,0.001936,11.25,0,6.25,0,0,1.265823,RNA
0.524,0.456,0.272,2.5,0.007412,0.002179,30,1.265823,18.75,0,0,0,RNA
0.635,0.397,0.153,2.5,-1.77E-04,0.003442,22.5,1.265823,7.5,0,0,1.265823,RNA
0.512,0.426,0.211,2.5,0.00331,0.004029,17.5,2.531646,20,0,0,2.531646,RNA
0.551,0.372,0.218,2.5,0.005276,0.00761,22.5,6.329114,10,0,0,0,RNA
0.477,0.437,0.225,2.5,0.006555,0.001963,12.5,1.265823,10,0,0,1.265823,RNA
0.5,0.408,0.239,2.5,-9.76E-04,0.005086,16.25,3.797468,5,0,0,3.797468,RNA
0.448,0.457,0.257,2.5,-0.006698,0.003564,27.5,0,7.5,0,0,1.265823,RNA
0.466,0.444,0.174,2.5,-0.007911,0.00172,31.25,0,5,0,0,1.265823,RNA
0.497,0.446,0.236,2.5,0.004735,0.001737,16.25,1.265823,6.25,0,0,1.265823,RNA
0.736,0.415,0.16,2.5,0.005162,0.005958,27.5,3.797468,13.75,0,0,0,RNA
0.415,0.367,0.279,2.5,-0.003289,9.96E-04,17.5,1.265823,7.5,0,0,0,RNA
0.411,0.446,0.299,2.5,0.00219,0.001856,25,1.265823,12.5,0,0,1.265823,RNA
0.466,0.375,0.23,2.5,0.007797,0.003668,13.75,1.265823,6.25,0,0,0,RNA
0.558,0.372,0.256,2.5,-0.002085,0.002192,20,1.265823,5,1.265823,0,1.265823,RNA
0.444,0.437,0.215,2.5,-0.006424,0.002746,16.25,1.265823,22.5,0,0,2.531646,RNA
0.414,0.445,0.224,2.5,-0.004941,0.00322,16.25,2.531646,22.5,0,0,1.265823,RNA
0.422,0.441,0.228,2.5,-0.004397,0.003478,16.25,2.531646,22.5,0,0,1.265823,RNA
0.508,0.441,0.203,2.5,0.005333,0.001869,22.5,0,13.75,0,0,0,RNA
0.556,0.421,0.167,2.5,0.016323,0.002355,25,0,10,1.265823,0,0,RNA
0.568,0.394,0.258,2.5,0.008931,0.003347,31.25,3.797468,6.25,0,0,0,RNA
0.449,0.416,0.239,2.5,9.77E-04,0.002974,17.5,0,21.25,0,0,0,RNA
0.444,0.373,0.255,2.5,0.005559,3.51E-04,22.5,0,8.75,0,0,0,RNA
0.498,0.416,0.204,2.5,0.006343,0.002213,12.5,2.531646,11.25,0,0,0,RNA
0.596,0.417,0.154,2.5,5.35E-04,0.002443,23.75,1.265823,10,0,0,1.265823,RNA
0.5,0.378,0.173,2.5,4.29E-04,0.002282,27.5,0,5,0,0,0,RNA
0.585,0.5,0.11,2.5,-0.002924,0.002781,18.75,1.265823,30,0,0,0,RNA
0.553,0.408,0.184,2.5,0.011803,0.002768,21.25,0,5,0,0,1.265823,RNA
0.537,0.305,0.232,2.5,0.001862,0.002406,30,1.265823,3.75,0,0,0,RNA
0.402,0.359,0.272,2.5,0.002227,0.001294,18.75,0,3.75,0,0,0,RNA
0.424,0.41,0.198,2.5,-0.006353,0.003156,18.75,0,3.75,0,0,5.063291,RNA
0.568,0.486,0.23,2.5,0.003224,6.87E-04,31.25,0,3.75,0,0,0,RNA
0.515,0.385,0.262,2.5,0.00214,0.004724,22.5,3.797468,3.75,0,0,0,RNA
0.446,0.387,0.273,2.5,0.009871,0.004388,45,1.265823,3.75,0,0,0,RNA
0.346,0.462,0.269,2.5,-7.93E-04,0.00125,25,0,3.75,0,0,3.797468,RNA
0.441,0.333,0.229,2.5,-0.006839,0.001723,26.25,1.265823,3.75,0,0,0,RNA
0.395,0.404,0.31,2.5,-0.003844,3.14E-04,18.75,0,3.75,0,0,0,RNA
0.438,0.446,0.256,2.5,0.005035,0.001579,26.25,0,3.75,0,0,0,RNA
0.466,0.459,0.297,2.5,-1.51E-04,0.002074,26.25,2.531646,3.75,0,0,0,RNA
0.544,0.465,0.228,2.5,-0.005396,0.002164,18.75,0,3.75,0,0,1.265823,RNA
0.497,0.415,0.205,2.5,0.001499,0.002296,20,0,3.75,0,0,0,RNA
0.426,0.353,0.313,2.5,0.010729,0.001739,26.25,0,3.75,0,0,0,RNA
0.388,0.307,0.419,2.5,-0.007892,0.001712,18.75,1.265823,3.75,0,0,0,RNA
0.491,0.488,0.249,2.5,-0.007845,6.61E-04,20,0,3.75,0,0,0,RNA
0.421,0.414,0.342,2.5,0.005862,3.11E-04,17.5,0,3.75,0,0,0,RNA
0.472,0.404,0.28,2.5,-0.011215,0.002277,21.25,1.265823,3.75,0,0,0,RNA
0.461,0.386,0.245,2.5,0.004074,0.001812,15,0,3.75,1.265823,0,0,RNA
0.457,0.386,0.266,2.5,-0.003972,0.002097,27.5,0,3.75,0,0,1.265823,RNA
0.429,0.384,0.293,2.5,8.35E-04,0.001851,32.5,2.531646,3.75,0,0,0,RNA
0.432,0.422,0.269,2.5,-0.002672,9.45E-04,8.75,1.265823,3.75,0,0,0,RNA
0.444,0.324,0.345,2.5,-0.002936,0.001298,16.25,0,10,0,0,0,RNA
0.482,0.412,0.196,2.5,0.001033,0.003846,16.25,2.531646,12.5,0,0,0,RNA
0.473,0.39,0.216,2.5,-0.008318,0.004282,16.25,5.063291,12.5,0,0,1.265823,RNA
0.477,0.386,0.212,2.5,-0.008318,0.004282,16.25,5.063291,12.5,0,0,1.265823,RNA
0.464,0.449,0.217,2.5,0.013772,0.003958,23.75,2.531646,11.25,0,0,2.531646,RNA
0.469,0.429,0.244,2.5,0.006774,0.003342,23.75,2.531646,7.5,0,0,1.265823,RNA
0.446,0.44,0.234,2.5,0.003741,0.001644,28.75,0,7.5,0,0,1.265823,RNA
0.444,0.44,0.232,2.5,0.003741,0.001644,28.75,0,7.5,0,0,1.265823,RNA
0.522,0.467,0.239,2.5,0.004115,0.001241,21.25,0,8.75,0,0,0,RNA
0.461,0.376,0.305,2.5,-0.006947,0.002414,25,2.531646,6.25,0,0,0,RNA
0.458,0.339,0.305,3.389831,-0.004432,0.003987,20.338983,1.724138,13.559322,0,0,0,RNA
0.491,0.386,0.246,3.508772,-0.012051,0.007697,21.052632,7.142857,14.035088,0,0,0,RNA
0.461,0.465,0.226,2.5,-0.022044,0.00204,22.5,1.265823,7.5,0,0,0,RNA
0.526,0.316,0.333,3.508772,-0.004163,0.004567,22.807018,0,15.789474,0,0,1.785714,RNA
0.473,0.388,0.284,2.5,0.013036,0.001714,13.75,0,18.75,0,0,0,RNA
0.471,0.457,0.269,2.5,-0.006972,0.001819,33.75,0,5,0,0,0,RNA
0.477,0.383,0.216,2.5,-0.007522,0.004282,17.5,5.063291,5,0,0,1.265823,RNA
0.482,0.423,0.304,2.5,5.39E-04,0.001414,25,0,5,0,0,0,RNA
0.447,0.421,0.227,2.5,-0.001773,0.003226,17.5,0,11.25,0,0,1.265823,RNA
0.556,0.513,0.12,2.5,0.004314,0.0039,28.75,1.265823,5,0,0,1.265823,RNA
0.41,0.472,0.222,2.5,0.003517,0.00227,30,1.265823,3.75,0,0,1.265823,RNA
0.533,0.355,0.215,2.5,-0.001837,0.002346,13.75,0,2.5,0,0,0,RNA
0.398,0.423,0.215,2.5,0.008971,3.13E-04,57.5,0,2.5,0,0,0,RNA
0.431,0.446,0.254,2.5,-0.004272,0.001436,18.75,1.265823,2.5,0,0,0,RNA
0.404,0.404,0.279,2.5,-0.002068,0.001815,25,1.265823,2.5,0,0,2.531646,RNA
0.513,0.428,0.246,2.5,-0.006453,2.89E-04,38.75,0,2.5,0,0,0,RNA
0.425,0.398,0.298,2.5,0.002785,0.002706,45,1.265823,2.5,0,0,0,RNA
0.453,0.356,0.271,2.5,-0.006464,0.002518,30,1.265823,2.5,0,0,0,RNA
0.443,0.385,0.275,2.5,0.008605,0.002301,25,1.265823,2.5,0,0,0,RNA
0.605,0.435,0.113,2.5,-0.001179,0.004024,30,0,2.5,0,0,0,RNA
0.39,0.404,0.22,2.5,-0.013642,0.00174,30,1.265823,2.5,0,0,0,RNA
0.536,0.448,0.206,2.5,-4.58E-04,0.002447,23.75,0,2.5,0,0,0,RNA
0.463,0.403,0.194,2.985075,0.010371,0.002008,20.895522,0,2.985075,0,0,3.030303,RNA
0.426,0.361,0.302,2.5,-0.00496,0.001015,16.25,0,2.5,0,0,0,RNA
0.4,0.419,0.259,2.5,-1.30E-04,9.01E-04,17.5,1.265823,2.5,0,0,0,RNA
0.446,0.399,0.247,2.5,0.001037,0.001099,15,0,2.5,0,0,0,RNA
0.463,0.418,0.209,2.985075,0.00976,0.002089,20.895522,0,2.985075,0,0,3.030303,RNA
0.414,0.414,0.229,2.5,-0.003364,0.003821,30,3.797468,2.5,0,0,0,RNA
0.478,0.377,0.217,2.898551,0.008536,0.001299,23.188406,0,2.898551,0,0,1.470588,RNA
0.511,0.475,0.2,2.5,-7.78E-04,0.00126,21.25,0,2.5,0,0,0,RNA
0.421,0.405,0.244,2.5,0.005227,0.002756,22.5,0,2.5,0,0,0,RNA
0.549,0.451,0.177,2.5,0.012167,0.001906,18.75,0,2.5,0,0,2.531646,RNA
0.45,0.358,0.272,2.5,0.004491,0.001542,21.25,0,2.5,0,0,0,RNA
0.323,0.423,0.392,2.5,0.00223,0.001034,21.25,0,2.5,0,0,0,RNA
0.314,0.433,0.249,2.5,-0.005751,0.00206,18.75,1.265823,2.5,0,0,0,RNA
0.482,0.431,0.195,2.5,0.003356,0.001342,31.25,0,2.5,0,0,0,RNA
0.404,0.329,0.296,2.5,-0.007561,0,41.25,0,2.5,0,0,0,RNA
0.459,0.528,0.238,2.5,-7.80E-04,0.002528,28.75,0,2.5,0,0,1.265823,RNA
0.43,0.302,0.337,2.5,-0.001602,0.001946,28.75,2.531646,2.5,0,0,0,RNA
0.378,0.404,0.399,2.5,-0.005779,0.001381,20,0,2.5,0,0,0,RNA
0.508,0.461,0.164,2.5,0.006292,0.001241,20,0,2.5,0,0,1.265823,RNA
0.395,0.395,0.256,2.5,0.002307,0.00118,17.5,0,2.5,0,0,1.265823,RNA
